spell_id	name	description_source	description
471306	Void Metamorphosis	api	Collecting 50 Soul Fragments grants access to Void Metamorphosis.\n\n Void Metamorphosis\nRequires 50 Soul Fragments\n\nYou ascend to a higher state of being, substantially empowering your abilities.\n\nWhile in Void Metamorphosis, your Consume and Reap are enhanced and your Fury will slowly drain. Additionally, Void Ray reduces your Fury drain, deals increased damage, and no longer consumes Fury.
471348	On Target	api	Your Haste is increased by 2%.
471350	Obsidian Arrowhead	api	The damage of your auto shot is increased by 25% and its critical strike chance is increased by 15%.
471363	Headshot	api	Damage from Kill Shot increases the damage your target receives from Kill Shot by 3%, stacking up to 10 times.
471366	Tensile Bowstring	api	Trueshot now also reduces the cast time of Aimed Shot by 40% and reduces the Focus cost of Aimed Shot by 60%.
471369	Precision Detonation	api	When Aimed Shot damages a target affected by your Explosive Shot, Explosive Shot instantly explodes, dealing 20% increased damage.
471428	Incendiary Ammunition	api	Bulletstorm now increases your critical strike damage by 2%. Additionally, Bulletstorm now stacks 5 more times.
471492	Ursol's Warding	api	Gain magical damage reduction equal to 10% of your damage reduction from armor.
471504	Lasting Words	api	Holy Word: Serenity applies 12 sec of Renew to its target.\n\nHoly Word: Sanctify applies 6 sec of Renew to allies it heals.\n\n Renew\nFill the target with faith in the light, healing for 1,223 over 12 sec.
471668	Light in the Darkness	api	Increases the healing done by Holy Word: Serenity and Holy Word: Sanctify by 30%.\n\nIncreases the radius of Holy Word: Sanctify by 30%.
471761	Emperor's Favor	api	Sheilun's Gift's healing is increased by 20% and its cast time is reduced by 100%, but it now only heals a single ally.
471876	Howl of the Pack Leader	api	While in combat, every 30 sec your next Kill Command summons the aid of a Beast.\n\n Wyvern\nA Wyvern descends from the skies, letting out a battle cry that increases the damage of you and your pets by 10% for 12 sec.\n\n Boar\nA Boar charges through your target 1 time, dealing 504 damage to nearby enemies and an additional 420 physical damage to its primary target. Damage reduced beyond 5 targets.\n\n Bear\nA Bear leaps into the fray, rending the flesh of your enemies, dealing 156 damage over 10 sec to up to 8 nearby enemies.
472352	Dire Summons	api	Kill Command reduces the cooldown of Howl of the Pack Leader by 1.0 sec.\n\nCobra Shot reduces the cooldown of Howl of the Pack Leader by 1.0 sec.
472357	Better Together	api	Damage dealt by your pets is increased by 2%.\n\nBarbed Shot damage increased by 10%.
472358	Pack Mentality	api	Howl of the Pack Leader increases the damage of your Kill Command by 50%.\n\nSummoning a Beast reduces the cooldown of Barbed Shot by 4.0 sec.
472361	Divine Procession	api	Smite extends the duration of an active Atonement by 2.0 sec.
472433	Evangelism	api	Immediately Power Word: Radiance your target at 150% effectiveness, and causes your next 2 casts of Power Word: Radiance to be instant cast with 40% reduced mana cost.
472476	Ursine Fury	api	When your Bear is summoned, it is joined by 2 Dire Beasts.
472524	Sharpened Claws	api	The damage of your Bear's Rend Flesh is increased by 15%.
472550	Fury of the Wyvern	api	Your pet's attacks increase your Wyvern's damage bonus by 1%, up to 10%.\n\nCasting Kill Command extends the duration of your Wyvern by 0.5 sec, up to 5 additional sec.
472568	Encroaching Shadows	api	Shadow Word: Pain Spreads to a nearby enemy when you cast Penance on the target.
472639	Hogstrider	api	When your Boar deals damage, the damage of your next Cobra Shot is increased by 200%.\n\nEach additional enemy damaged by your Boar causes Cobra Shot to strike 1 additional target, up to 4.
472660	No Mercy	api	Your Bleed effects deal 10% increased damage.
472707	Shell Cover	api	Survival of the Fittest now summons a Turtle to aid you, further increasing its damage reduction effect by 10%.
472719	Slicked Shoes	api	When Disengage removes a movement impairing effect, its cooldown is reduced by 4 sec.
472729	Horsehair Tether	api	When an enemy is stunned by Binding Shot, it is dragged to Binding Shot's center.
472741	Stampede!	api	Casting Bestial Wrath grants Howl of the Pack Leader and causes your next Kill Command to rouse the nearby wildlife into a Stampede, charging your target and dealing 468 Physical damage over 7 sec.
473369	Eagle's Accuracy	api	Aimed Shot deals 5% increased damage.\n\nRapid Fire deals 10% increased damage.
473370	Double Tap	api	Casting Trueshot or Volley grants Double Tap, causing your next Aimed Shot to fire again at 80% power, or your next Rapid Fire to fire 80% additional shots during its channel.
473385	No Scope	api	Rapid Fire grants Precise Shots.
473520	Shrapnel Shot	api	Casting Explosive Shot has a 100% chance to grant Lock and Load.
473523	Windrunner Quiver	api	Consuming Precise Shots has a 30% to grant Precise Shots.\n\nThe damage bonus of Precise Shots is increased by an additional 15%.
473662	Consume	api	Drain the essence from your target, dealing 744 Cosmic damage.\n\nCastable while moving.\n\nGenerates 8 Fury.
473728	Void Ray	api	Requires 100 Fury\nUnleash a beam of concentrated void energy, dealing 75 Cosmic damage and consuming 5 Fury every 0.1 sec.\n\nEffect ends after 2.7 sec or upon reaching 0 Fury.
474421	Intimidation	api	Your Spotting Eagle descends from the skies, stunning your target for 5 sec.\n\nThis ability does not require line of sight when used against players.
474440	Cunning	api	Your Spotting Eagle gains the Cunning specialization, granting you Master's Call and Pathfinding.\n\n Master's Call\nYour pet removes all root and movement impairing effects from itself and a friendly target, and grants immunity to all such effects for 4 sec.\n\n Pathfinding\nYour movement speed is increased by 8%.
474456	Tenacious	api	Your Spotting Eagle gains the Tenacity specialization, granting you Endurance Training and Air Superiority.\n\n Endurance Training\nYou gain 5% increased maximum health.\n\n Air Superiority\nYour Spotting Eagle alerts you to oncoming danger, reducing all damage you take by 3%
474526	Grievous Wounds	api	Rake, Rip, and Thrash damage increased by 10%.
474530	Circle of the Wild	api	Physical damage dealt by your abilities increased by 5%.
474541	Circle of the Heavens	api	Magical damage dealt by your spells increased by 5%.
474678	Aessina's Renewal	api	When a hit deals more than 12% of your maximum health, instantly heal for 10% of your health.\n\nThis effect cannot occur more than once every 30 seconds.
474738	Unerring Vision	api	Trueshot now increases your critical strike chance by an additional 10% and increases your critical strike damage by an additional 20%.
474746	Solitary Companion	api	Your pet damage is increased by 35% and your pet is 10% larger.
474750	Symbiotic Relationship	api	Form a bond with an ally. Your self-healing also heals your bonded ally for 10% of the amount healed. Your healing to your bonded ally also heals you for 8% of the amount healed.
556606	Luminescence	api	Lightbearer's healing transfer is increased by up to 150% based on your current health. Lower health heals allies for more.
936051	Shining Revelation	api	The light reveals all enemies in stealth or invisible to you while under the effects of Divine Shield. This effect lingers for 20 sec after Divine Shield fades.
1213597	Perfectly-Honed Instincts	api	Well-Honed Instincts can trigger up to once every 90 sec.
1214442	Demonfire Infusion	api	Periodic damage from Immolate has a 4% chance to fire a Demonfire bolt at 100% increased effectiveness.\n\nIncinerate has a 25% chance to fire a Demonfire bolt at 100% increased effectiveness.
1214909	Roll the Bones	api	Roll the dice of fate, providing a combat enhancement of random power for 30 sec.\n\n1 set or better: Add 20% increased chance to gain Opportunity.\n\n2 sets or better: Add increased combo point generation.\n\n3 sets or better: Add 30% bonus to Restless Blades' effect.\n\nJackpot: Add 10% increased critical strike chance.
1215241	Divinity	api	Your healing is increased by 10% while Apotheosis is active.\n\nCasting Apotheosis causes your next 3 Prayer of Healing casts to be instant and heal for 25% more.
1215245	Eternal Sanctity	api	Increases the duration of Apotheosis by 12 sec.
1215265	Dispersing Light	api	5% of healing done with Flash Heal is replicated to 4 injured allies within 40 yards.
1215275	Holy Celerity	api	Reduces the cooldown of your Holy Words by 15 sec.
1215617	Predator's Thirst	api	Consume damage increased by 15%.\n\nConsume generates a Soul Fragment.
1216953	Freezing Winds	api	Shattering enemies inside your Blizzard increases Shatter's area damage by 15%.
1217017	Thorns	api	Casting Barkskin sprouts thorns on you for 12 sec. When victim to melee attacks, thorns deals 433 Nature damage back to the attacker.\n\nAttackers also have their movement speed reduced by 50% for 4 sec.
1217092	Storm Conduit	api	Casting Lightning Bolt or Chain Lightning reduces the cooldown of Astral Shift, Gust of Wind, Wind Shear, and Nature Totems by 1.0 sec.\n\nInterrupt duration reduced by 65% on Lightning Bolt and Chain Lightning casts.
1217102	Sniper's Advantage	api	Trueshot and Volley increase the range of all shots by 30% for their duration.
1217413	Slicing Winds	api	Envelop yourself in razor-sharp winds, then lunge forward dealing 156 Nature damage to enemies in your path. Damage reduced beyond 5 enemies.\n\nHold to increase lunge distance.
1217474	Forest Guardian	api	Wrath, Starfire, Cyclone, and Combo-Point generating abilities extend the duration of your active heal over time effects by 1.0 sec on up to 3 allies.\n\nStarsurge and Combo-Point spending abilities increase the rate of your heal over time spells by 20% for 4 sec.
1217524	Dire Cleave	api	When summoned, Dire Beasts gain Beast Cleave at 100% effectiveness for 8.0 sec.
1217622	Therazane's Resilience	api	Earth Shield no longer loses charges and is 115% effective.
1217941	Lifetreading	api	Efflorescence healing increased by 25%, and it now automatically grows beneath your Lifebloom target's feet.
1218047	Primordial Storm	api	Sundering transforms into a single use Primordial Storm for 15 sec after it is cast.\n\nPrimordial Storm\nDevastate nearby enemies with a Primordial Storm dealing 42 Flamestrike, 41 Froststrike, 41 Stormstrike damage, and unleashing a Lightning Bolt or a Chain Lightning at 150% effectiveness. Deals reduced damage beyond 5 targets.\n\nConsumes Maelstrom Weapon for increased damage.
1218211	Dark Archangel	api	Casting Evangelism increases your damage, and the damage of all allies with your Atonement by 10% for 12 sec.
1218447	Fulminous Roar	api	Fire Breath deals its damage 20% more often.
1218603	Death's Cold Embrace	api	Pillar of Frost grants you Remorseless Winter and increases its damage by 400% and its radius by 150%, but your movement speed is heavily reduced for its duration.\n\nPillar of Frost's cooldown is increased by 15 sec.
1218692	Bloodstones	api	Your Healthstones are replaced with Bloodstones which increase their user's haste by 20% for 12 sec instead of healing.
1219122	Preemptive Maneuver	api	Feint decreases your damage taken by an additional 40% while stunned and its energy cost is reduced by 30%.
1219162	Aspect of the Fox	api	Aimed Shot may be cast while moving during Aspect of the Cheetah and Aspect of the Cheetah's delayed effect is increased by 4 sec.
1219165	Sharpen Blade	api	Colossus Smash causes your next Mortal Strike to deal 15% increased damage and reduce healing taken by 50% for 4 sec.
